-1.050938578587112676e-01,1.691035365770997556e-01,-3.343028494967158482e-01,-2.833250071691417737e-01,-2.438795524080114921e-02,1.852983852893303751e-01,-1.425482908844868835e+00,4.500129795196512461e-01,1.792862988218914821e-01,-1.565732601866982598e-01,-1.760661953009082514e-01,6.510275610566059745e-01,-6.252938152869051969e-01,-3.080445931682521121e-01,-1.549433693013042568e-01,2.084360982299605092e-01
-4.491108775032410794e-01,2.201453593261788744e-01,-3.041334849770074844e-01,-1.250669157061042036e-01,-1.042876269515638221e-01,-6.130332143391976629e-01,1.021716249714578126e-02,-1.670835005505747484e-01,-3.902796243128656140e-01,-1.645869865976189728e-01,-1.753260904737640402e+00,-3.466832481818699629e-01,8.410910656845953237e-02,-1.156713611176396345e-01,-8.835765226769447533e-01,2.265973579559251924e-02
4.788856729212402456e-03,1.022005401334973897e-02,4.382999201595122463e-01,-7.724100110718985501e-01,6.554946294584892419e-01,-1.775333911472740112e-01,3.108411492486405359e-01,7.026679724311704067e-01,4.705039090626322307e-01,1.027831587155641602e+00,-1.101247458337940799e+00,9.883551307749448567e-01,-1.694392292251730159e-01,-5.761809220230861284e-01,-3.937600464260181399e-01,-3.601464271708196274e-01
-1.119184814564805480e-01,-2.593433967312354094e-01,-2.539548719059933068e-01,1.496922035656176320e-01,6.526260971189709603e-02,-1.728168407046716884e-02,4.454825140827698982e-01,2.837856754505289070e-01,3.024798144125907529e-01,5.921568860490168396e-01,7.150028146493472292e-01,4.070253112714440902e-01,2.743170013139122343e-01,2.243356803619274420e-01,1.860664677193114291e-01,-4.940350084232009165e-01
-1.484892223866559613e+00,5.444484556880475196e-02,-7.048062469510830708e-01,5.117681330522585309e-02,9.875374705251124263e-01,1.186505082834993896e+00,-5.285011936922106024e-01,-1.430031535738261361e+00,1.118128990049889193e+00,-4.944166933930013164e-01,6.933068927213786870e-02,-1.210622434064021480e+00,-2.288818134953777075e-02,-9.284222373525104210e-02,-3.414482182013257178e-02,-2.950143450430246506e-01
-8.200952451932159992e-02,3.368725768073664306e-01,-8.687072790181694648e-01,-1.213647069491941899e+00,-1.461917555220202947e-01,8.900903912378382854e-02,6.684064046826212468e-01,-1.441166920040322097e-01,6.548087239070821478e-03,6.331529864684374287e-01,-5.818805530545062554e-01,-1.234313568691526086e+00,2.811128054292693079e-01,-1.605150319458194252e-01,-4.546899210968227134e-01,1.192789433738772609e-01
-1.385998870412377570e+00,-1.627843870722820441e-01,1.104669560514805360e+00,4.544259659354490388e-01,-6.788579546874522475e-01,2.344084898417712892e-01,4.240306751567834986e-01,9.328372108517282157e-01,1.610675671129630296e-02,-1.456651599838972577e-01,-2.629162301356870457e-01,-1.118905103698155212e+00,3.627646833368034507e-01,-4.634103360743336286e-01,9.206359053381772961e-01,-4.827796130901632760e-02
-4.044022309818363081e-01,9.037774413155915884e-03,-5.710255161432448157e-01,-6.044076277971017347e-02,-1.122873027140957325e-01,-5.057228984384444237e-01,2.534208876475840255e-01,-7.298802297346229651e-02,-2.218342217170325981e-01,-6.163764378064318095e-01,-1.071855028160874967e+00,-1.825542487258854582e-02,3.277867157316955438e-01,-4.052691809738047379e-02,-4.742565816681560409e-01,-1.340437851877180064e-01
-4.209915456589303773e-01,-4.933249615485991169e-01,-3.965103426968375477e-01,2.608664381083657391e-01,-9.597308256864388321e-02,1.143782699127393193e-01,-2.940619744481322018e-01,-7.360197641509896860e-02,-5.900786698542731523e-01,-3.802403077344360116e-01,-8.848665678958099745e-01,-3.118860142813028591e-01,-3.354808752737906130e-01,-2.305864471300641400e-02,-8.843872911639606427e-01,-1.175118137291449039e-01
-9.033252047538578022e-01,-4.685773040065642769e-01,8.944844517172396703e-01,-3.059254682260430513e-01,-2.253311716821078947e-01,-6.078265391745250046e-01,6.610287961355125474e-02,-8.136000973834290884e-01,1.977366975122933690e+00,1.265817007658781135e+00,6.910299747226885669e-01,7.934605200904537581e-01,6.961213722022934203e-01,2.163406809371374584e-01,-1.030621950078405735e+00,-3.292102293034002702e-01
