2.992813690901467538e+00,2.082998353833556582e+00,-2.504182040241008433e+00,7.964451496892125393e-01,1.531447629093479090e+00,-3.296616555200604815e+00,-5.442900875002977257e-01,-1.956627662455174166e+00,-1.620750819346094662e+00,-1.613274876297315696e+00
1.962353911698692555e+00,-3.776181133032928461e+00,-1.423160538505538142e+00,-1.949649485636326951e-01,1.180572870784081463e+00,-7.280768098749170747e-01,1.370642320680487414e+00,-1.171028079657592480e+00,-1.344784973326636823e+00,3.234643277922637505e+00
2.251444231323464162e+00,-3.218688754911569916e+00,7.081327215196497882e-01,1.092590183075514421e-01,1.313692672592051691e+00,-6.555357074423485697e-01,-2.930340223365894836e+00,-1.741443872299119899e+00,-1.761085426061166581e+00,-1.941192385998300241e+00
-3.202314228516080163e+00,2.256102906049110679e+00,2.000106036664071940e+00,9.877281646648577995e-01,1.728158483331260431e+00,-3.035746793889378403e-01,-2.406289862342779085e+00,-2.039353715279908386e+00,-1.973376773994993227e+00,-3.296264369561511032e+00
2.382569670199073730e+00,1.345260817858865421e+00,2.619697092335378841e+00,-8.706652588623405853e-01,1.192321677412871095e+00,-1.920155357937049612e+00,-2.167765692749313189e+00,-2.104991231615791492e+00,-1.625146335260690966e+00,3.824327520684733361e+00
-3.588869875336019533e+00,1.600130054465495055e+00,-1.570261173369739138e+00,-2.718243727484166872e+00,1.814361989590959734e+00,-9.512198694393134701e-01,8.504661220225337992e-01,-2.070582746489504355e+00,-1.347545333141858759e+00,-2.050988319616212863e+00
3.148172329258565938e+00,7.813149340944459675e-01,2.198316106263203284e+00,-4.317544557324858978e+00,2.435206616530527057e+00,-1.159710073058975333e+00,8.174302955332416465e-01,-1.952494852032375050e+00,-2.469260919957254607e+00,-1.747796147040864057e+00
-2.590480266649974883e+00,-4.595459162775255013e-01,-2.651246092316075664e+00,1.080012640159858428e+00,1.442996041666359197e+00,-1.003149443617610936e+00,-3.033601672684049788e+00,-1.767677733642027293e+00,-2.039178104950015502e+00,2.823394086459966257e+00
-2.817411004511624739e+00,-3.720211031898677412e+00,1.834394925199470006e+00,-1.116347676141346973e-01,1.535465666958174991e+00,-1.732459658498650690e+00,2.527093447215184252e+00,-2.407895820198207470e+00,-1.211100853354083906e+00,-1.227875801829725777e+00
-2.539675515368085001e+00,2.279108281331246211e+00,2.259304307365747277e+00,4.308900535798251830e-01,1.496596023813200338e+00,-1.784016295636642990e+00,2.546503513478251435e+00,-1.225837356366087816e+00,-2.076546754250808036e+00,2.798499158099797768e+00
